"","pid3","authoritarianism","violent","burn","court","recount","criticize","VIOLENT","SM"
"3322","Republican",0.75,3,1,3,4,2,1,1
"3323","Republican",0.25,5,1,5,5,5,1,1
"3324",NA,0.25,2,3,3,4,4,0,1
"3325","Democrat",0.25,3,3,3,3,1,1,1
"3326","Republican",0,2,1,3,4,2,1,0
"3327","Republican",0.25,5,1,3,5,5,0,0
"3328",NA,1,5,5,4,4,4,0,0
"3329","Democrat",0,3,3,3,3,2,1,1
"3330","Republican",0,5,4,3,3,3,1,0
"3331","Democrat",0,1,1,1,3,5,1,0
"3332",NA,0.25,1,1,4,5,3,0,1
"3333","Democrat",0,5,5,4,2,4,1,1
"3334","Republican",0.25,1,4,4,4,5,1,0
"3335","Republican",0.75,3,1,3,5,2,1,1
"3336","Independent",0.75,1,1,2,4,3,0,1
"3337",NA,0.5,4,1,3,2,1,1,0
"3338","Democrat",0.25,5,2,5,4,4,0,0
"3339",NA,0.25,4,3,3,4,3,1,1
"3340","Democrat",0.75,3,2,3,3,5,1,1
"3341","Democrat",0.75,1,1,1,2,1,1,1
"3342","Independent",0.5,4,5,2,3,2,1,0
"3343","Democrat",0.75,5,3,2,5,2,1,1
"3344","Democrat",1,5,5,5,5,5,0,0
"3345","Independent",0.25,3,1,2,3,2,0,0
"3346","Republican",1,3,1,3,3,3,1,0
"3347","Democrat",0.5,3,3,2,3,1,0,1
"3348","Republican",0.75,3,1,2,3,3,1,0
"3349","Republican",1,3,1,3,4,1,0,1
"3350","Democrat",1,5,4,5,4,3,0,1
"3351","Republican",0.5,3,3,3,3,3,1,0
"3352","Independent",0.75,3,1,3,5,3,0,1
"3353","Democrat",0.75,3,1,3,3,3,1,1
"3354","Democrat",0.75,3,1,1,3,3,0,0
"3355","Democrat",1,2,1,3,5,3,1,0
"3356",NA,0.5,3,2,3,4,3,1,1
"3357","Republican",0.75,3,3,3,5,3,0,1
"3358","Independent",0.75,1,1,2,3,2,0,0
"3359","Republican",1,3,1,2,4,3,0,1
"3360",NA,0.75,3,1,1,3,3,0,0
"3361","Democrat",0.75,4,1,2,3,3,0,1
"3362","Republican",0.75,3,1,1,1,2,1,0
"3363","Republican",0.75,3,3,3,3,3,1,0
"3364","Republican",0.5,2,1,3,2,4,0,0
"3365","Independent",0,5,5,5,3,4,0,1
"3366","Independent",0.25,4,1,5,5,5,0,0
"3367",NA,0,3,3,3,4,3,0,1
"3368",NA,0,4,3,4,3,2,0,1
"3369","Democrat",0.75,3,1,3,2,3,1,0
"3370","Republican",0.75,4,3,3,4,3,0,0
"3371","Republican",0.75,1,1,1,2,1,1,0
"3372","Republican",0.25,3,3,3,3,3,0,0
"3373",NA,1,1,1,1,1,1,1,0
"3374","Democrat",0.5,3,2,2,4,2,0,1
"3375","Democrat",0,2,4,2,4,1,0,0
"3376","Democrat",0.5,1,1,2,3,2,1,0
"3377",NA,0,3,3,4,4,3,1,1
"3378","Independent",1,3,1,5,5,3,1,0
"3379","Republican",0.25,3,1,3,5,5,1,1
"3380","Independent",0.5,3,1,3,1,3,0,1
"3381","Independent",0.75,4,3,4,4,4,0,0
"3382","Independent",1,1,1,1,5,5,0,1
"3383",NA,0.25,3,1,4,4,3,0,0
"3384","Democrat",0,4,4,1,2,4,0,1
"3385","Democrat",0,3,1,3,1,1,1,1
"3386","Republican",0.5,4,1,1,3,3,0,1
"3387",NA,0.75,2,1,1,2,1,1,1
"3388","Democrat",1,5,5,3,4,4,1,0
"3389","Independent",0.75,3,3,3,3,4,1,1
"3390","Democrat",0.25,3,3,4,2,5,0,1
"3391","Republican",0.25,3,3,4,4,2,0,0
"3392",NA,0.25,3,3,3,2,5,0,0
"3393","Democrat",0.75,4,4,4,4,5,0,0
"3394","Republican",0.25,2,3,4,3,4,1,1
"3395","Republican",0,3,4,2,2,2,0,0
"3396","Democrat",0,5,2,3,4,1,0,1
"3397","Republican",0.25,1,3,1,1,1,0,1
"3398","Democrat",1,4,1,4,2,4,1,0
"3399","Republican",0.5,3,5,5,5,5,0,0
"3400",NA,0.75,2,1,3,4,1,0,1
"3401","Democrat",0,2,4,2,2,1,1,0
"3402","Democrat",0.25,2,1,1,1,1,1,1
"3403","Independent",0,3,1,2,4,4,1,0
"3404","Independent",0.25,2,1,5,5,5,1,1
"3405",NA,1,3,1,3,3,3,0,0
"3406",NA,0.25,2,1,4,4,3,1,1
"3407",NA,0.5,3,3,3,3,3,0,1
"3408","Republican",0.25,1,3,3,3,3,0,0
"3409","Republican",0,3,2,2,3,2,0,1
"3410",NA,0.25,3,3,3,3,3,1,0
"3411","Democrat",0.75,4,4,3,3,3,0,1
"3412",NA,1,4,1,3,3,3,1,0
"3413","Democrat",0.75,2,1,1,3,1,1,0
"3414","Independent",0.25,4,1,3,3,2,1,1
"3415","Republican",0.5,3,4,2,3,2,1,0
"3416","Democrat",0,5,3,5,3,1,0,0
"3417","Republican",1,1,1,5,5,5,1,0
"3418","Democrat",0.5,1,1,2,3,1,0,1
"3419","Republican",0.75,2,2,2,3,2,0,1
"3420","Independent",0.5,2,1,4,4,4,1,1
"3421","Independent",1,2,1,3,4,3,0,1
"3422","Democrat",1,2,1,3,4,4,1,0
"3423","Democrat",1,3,2,1,1,1,0,1
"3424","Democrat",0.25,4,1,1,1,1,1,0
"3425","Republican",0.75,3,3,3,4,3,1,1
"3426","Democrat",0.75,4,2,2,3,1,0,0
"3427","Republican",0.25,3,1,1,3,2,0,0
"3428","Independent",0.75,2,1,1,4,2,1,1
"3429","Republican",0.75,4,4,3,5,3,1,0
"3430","Republican",0,4,1,3,3,2,1,0
"3431","Democrat",0.5,4,1,4,4,2,0,1
"3432","Democrat",0.5,3,1,3,1,3,0,1
"3433","Republican",0.5,2,1,3,2,1,0,1
"3434","Democrat",0.25,3,3,2,3,3,0,0
"3435","Republican",0.5,4,3,4,5,3,0,1
"3436","Democrat",0.75,3,5,3,1,2,1,1
"3437",NA,0,3,3,3,3,3,1,0
"3438","Republican",0,1,3,4,4,5,1,1
"3439","Democrat",0.75,3,1,1,1,2,1,0
"3440","Democrat",0.25,3,4,3,5,3,0,1
"3441","Republican",0.75,4,1,1,3,1,0,1
"3442","Independent",0.5,2,1,3,3,2,0,0
"3443","Democrat",0.75,1,1,1,1,3,1,0
"3444","Independent",0.5,5,5,4,5,5,1,0
"3445",NA,1,3,3,3,3,3,0,1
"3446","Independent",1,1,1,3,4,4,1,1
"3447","Republican",1,3,2,4,NA,4,0,1
"3448",NA,0.75,2,3,3,4,1,1,0
"3449","Democrat",0.25,3,2,3,3,3,0,0
"3450","Republican",0.75,1,1,1,1,5,0,1
"3451","Republican",1,4,3,4,4,3,0,0
"3452","Independent",0.25,5,5,5,5,5,1,1
"3453","Democrat",0.75,1,1,3,3,2,1,0
"3454","Independent",0.5,2,2,2,2,2,0,0
"3455","Independent",0.5,5,2,4,4,2,0,0
"3456","Republican",0,3,3,2,3,2,0,0
"3457","Republican",0.75,3,2,2,2,2,1,0
"3458","Republican",0.25,4,3,4,4,4,1,1
"3459","Democrat",1,1,1,2,5,5,0,0
"3460","Democrat",0.5,3,3,3,3,3,1,0
"3461","Democrat",0,5,3,4,5,4,1,1
"3462","Republican",0.25,3,2,3,2,4,0,1
"3463",NA,0,2,1,2,3,2,1,1
"3464","Republican",0.5,4,2,2,3,1,0,0
"3465","Independent",0.75,1,1,5,5,5,1,0
"3466","Democrat",0.5,3,2,3,3,3,1,0
"3467","Democrat",0.25,5,1,1,2,1,0,1
"3468","Democrat",0,3,3,2,3,1,1,1
"3469","Democrat",0,4,3,4,3,1,0,1
"3470","Republican",0,4,1,2,2,2,1,0
"3471","Republican",0,3,4,4,4,5,0,1
"3472","Republican",1,3,1,5,5,3,1,0
"3473","Republican",0.5,1,1,3,3,1,1,1
"3474","Independent",1,3,1,3,4,2,0,1
"3475","Democrat",0.75,2,2,3,4,1,1,0
"3476","Democrat",0.25,4,5,4,4,4,1,1
"3477",NA,0.25,1,1,1,1,1,0,1
"3478","Republican",0,4,4,5,4,2,1,0
"3479",NA,0.5,1,1,3,3,2,1,0
"3480","Democrat",0,4,4,2,4,1,1,0
"3481","Republican",0.75,3,1,2,3,1,0,1
"3482","Republican",0.5,5,3,3,3,3,1,1
"3483",NA,0,3,1,1,3,3,0,1
"3484","Democrat",0,4,4,4,4,4,1,1
"3485","Republican",0.5,4,1,2,4,1,0,1
"3486","Independent",0.75,4,1,1,4,2,1,1
"3487","Republican",0,2,2,4,5,3,1,0
"3488","Republican",0.5,1,1,3,4,1,1,0
"3489",NA,0,4,3,4,4,2,0,1
"3490",NA,0.25,2,1,3,3,2,0,1
"3491","Republican",1,3,3,3,3,4,1,0
"3492","Republican",0,3,1,2,4,1,0,0
"3493","Independent",0.5,3,1,3,4,4,0,0
"3494","Republican",0.5,3,3,3,2,3,0,1
"3495","Independent",0.75,4,1,4,4,3,1,0
"3496","Democrat",0.25,2,1,2,3,1,1,0
"3497",NA,0.75,3,2,3,3,3,0,0
"3498","Democrat",0.75,3,1,1,1,1,1,0
"3499","Democrat",0.75,1,1,1,3,1,0,1
"3500","Republican",1,3,1,3,4,1,0,1
"3501",NA,0.75,3,1,4,4,4,0,0
"3502","Independent",0,2,1,3,4,2,0,1
"3503","Republican",0.5,2,1,3,5,1,1,0
"3504","Independent",0.5,2,1,4,5,4,0,0
"3505","Republican",0.25,2,3,3,3,3,0,1
"3506","Democrat",0.25,2,1,1,3,1,0,1
"3507","Republican",0.75,3,1,2,4,3,0,1
"3508",NA,0.5,3,1,3,4,3,0,0
"3509","Republican",0.75,2,2,2,2,2,0,0
"3510","Democrat",0.25,3,1,3,4,2,0,1
"3511",NA,0.25,3,3,3,3,3,0,1
"3512","Independent",0.75,4,1,5,5,5,0,0
"3513","Democrat",0.75,2,1,1,3,1,1,0
"3514",NA,0,4,2,4,4,4,0,0
"3515",NA,0.75,4,3,3,3,3,1,1
"3516","Independent",0.5,1,1,3,4,2,1,1
"3517","Democrat",0.75,4,5,3,2,1,1,1
"3518",NA,0.25,3,3,3,3,3,1,1
"3519","Republican",0.75,3,3,3,3,3,1,0
"3520","Republican",0.25,4,1,4,5,3,0,0
"3521","Independent",0.5,1,1,3,4,3,1,0
"3522","Independent",1,1,1,3,5,4,0,0
"3523","Democrat",0.75,3,2,3,4,1,1,0
"3524","Democrat",0.25,3,1,4,5,1,1,1
"3525","Democrat",1,2,1,1,4,1,1,0
"3526","Republican",0.75,3,1,3,3,4,0,1
"3527","Democrat",1,1,1,3,1,1,1,1
"3528","Republican",0.25,2,1,3,4,2,0,0
"3529","Democrat",0,3,3,2,3,2,1,0
"3530","Democrat",0.75,3,2,3,2,4,1,1
"3531",NA,0,2,2,3,4,3,1,1
"3532","Republican",0.5,1,1,1,4,2,0,1
"3533","Republican",0.75,3,1,2,5,3,1,1
"3534","Democrat",0,2,3,1,4,5,1,0
"3535","Democrat",0.5,2,1,4,4,3,1,1
"3536","Democrat",0,2,1,3,3,3,1,1
"3537","Republican",0.5,4,1,3,3,4,0,0
"3538","Republican",0,1,1,5,5,5,1,0
"3539","Republican",0.5,1,1,1,3,3,1,0
"3540","Republican",1,1,1,3,3,3,0,0
"3541","Democrat",0.5,1,1,3,4,1,1,0
"3542","Independent",1,1,1,1,2,1,1,1
"3543","Republican",0,4,4,3,2,5,0,1
"3544","Democrat",0.75,1,1,1,3,1,0,1
"3545","Republican",0.5,3,1,1,5,3,1,0
"3546","Independent",0,2,1,5,5,5,1,1
"3547","Republican",0.5,5,1,5,5,5,0,0
"3548","Republican",0.25,2,1,2,3,2,1,1
"3549","Republican",0.5,1,1,1,1,1,1,0
"3550","Democrat",0.25,3,1,5,5,5,0,0
"3551","Democrat",0.5,5,2,3,4,4,0,0
"3552","Republican",0.25,4,2,2,4,3,1,1
"3553","Republican",0.75,3,1,4,4,1,1,1
"3554",NA,0.25,3,3,3,3,3,1,0
"3555","Republican",0.5,3,1,3,4,1,1,1
"3556","Democrat",1,1,1,1,5,1,0,1
"3557",NA,0.5,4,1,1,2,2,1,0
"3558","Democrat",0,4,2,2,4,2,1,1
"3559","Democrat",0.5,4,1,2,3,2,0,0
"3560","Republican",1,1,1,2,3,3,0,0
"3561","Republican",1,3,1,3,3,3,0,1
"3562","Independent",0.25,4,1,2,1,1,0,1
"3563","Republican",0.75,3,1,4,5,1,1,0
"3564","Independent",0.25,3,3,3,3,3,0,1
"3565","Democrat",0,5,2,5,3,1,1,1
"3566","Republican",0.25,3,3,3,3,3,0,1
"3567","Independent",0.75,2,1,5,5,5,1,0
"3568","Republican",0.5,4,2,2,2,1,0,0
"3569","Republican",0.75,4,1,4,4,4,1,0
"3570","Democrat",0.25,4,1,1,1,1,1,1
"3571","Democrat",0,4,4,3,4,3,0,0
"3572","Republican",0,2,2,4,3,3,1,1
"3573","Republican",0.5,4,1,4,4,3,1,0
"3574",NA,0,2,4,3,3,5,0,0
"3575","Democrat",0.75,3,1,3,3,3,1,0
"3576","Democrat",1,3,3,3,4,3,0,0
"3577","Independent",1,2,3,2,4,2,0,0
"3578","Democrat",0.5,3,1,1,4,5,1,1
"3579","Democrat",0,4,4,4,2,3,1,1
"3580","Democrat",0.75,3,1,3,3,2,0,0
"3581","Independent",1,4,5,4,4,5,1,0
"3582","Republican",0.5,2,1,2,3,2,1,0
"3583","Democrat",1,3,3,3,3,3,0,0
"3584",NA,1,1,1,1,3,1,1,0
"3585","Republican",0.5,4,3,4,2,3,0,0
"3586","Independent",0.25,2,1,1,3,2,0,0
"3587",NA,1,3,1,4,5,4,0,0
"3588","Republican",0.75,1,1,3,5,3,1,1
"3589","Republican",0.5,3,1,2,5,4,0,0
"3590",NA,0.75,3,3,3,3,4,0,1
"3591","Republican",0.25,4,1,2,4,2,0,1
"3592","Democrat",0,4,2,4,4,1,1,1
"3593","Independent",0.75,4,5,4,5,5,0,1
"3594","Republican",0,4,2,4,2,4,1,1
"3595","Independent",0.75,4,1,4,5,2,1,0
"3596","Democrat",0.75,1,1,3,1,1,0,0
"3597","Democrat",0.5,4,3,4,5,4,1,1
"3598","Democrat",1,4,3,3,4,3,1,0
"3599","Republican",0.25,5,3,3,2,4,1,0
"3600","Independent",0.75,1,4,5,1,2,1,1
